Date,Open,High,Low,Close,Volume,Adj Close
2005-06-30,74.800003,75.489998,74.07,74.199997,6127000,58.236323
2005-07-01,74.300003,75.33000200000001,74.300003,74.66999799999999,4353100,58.60520699999999
2005-07-05,74.379997,74.970001,74.160004,74.790001,5181800,58.699391000000006
2005-07-06,74.800003,76.150002,74.400002,75.809998,8009300,59.499942000000004
2005-07-07,75.150002,77.529999,75.0,77.379997,10757200,60.73216600000001
2005-07-08,77.379997,79.519997,77.139999,79.300003,13440500,62.239093999999994
2005-07-11,79.400002,79.519997,78.519997,78.959999,7186700,61.97224
2005-07-12,79.199997,80.489998,79.18,80.040001,10945500,62.819886
2005-07-13,81.160004,81.75,81.160004,81.449997,11340000,63.92653000000001
2005-07-14,82.0,82.66999799999999,82.0,82.41999799999999,8546200,64.687842
2005-07-15,82.43,82.75,81.519997,82.379997,7644100,64.656447
2005-07-18,81.989998,83.940002,81.68,81.809998,8705600,64.209079
2005-07-19,84.720001,85.110001,83.699997,83.699997,14149700,65.69245699999999
2005-07-20,83.199997,84.959999,82.989998,84.599998,9323200,66.39882800000001
2005-07-21,84.599998,84.949997,83.400002,84.400002,8265300,66.24185899999999
2005-07-22,83.980003,84.629997,83.860001,84.440002,4570400,66.27325400000001
2005-07-25,83.980003,84.519997,83.91999799999999,84.199997,4457800,66.084885
2005-07-26,84.150002,84.349998,83.849998,84.120003,4542900,66.022101
2005-07-27,83.800003,84.129997,82.809998,83.870003,4862200,65.825887
2005-07-28,83.550003,83.970001,83.269997,83.800003,6189700,65.77094699999999
2005-07-29,83.300003,83.949997,83.220001,83.459999,4330300,65.50409300000001
2005-08-01,83.0,83.849998,82.849998,83.43,3664300,65.480548
2005-08-02,83.269997,83.860001,83.040001,83.309998,5380700,65.386363
2005-08-03,83.309998,84.199997,83.110001,84.059998,4256200,65.97500500000001
2005-08-04,83.75,83.889999,82.980003,83.120003,5249900,65.237245
2005-08-05,82.75,83.739998,82.730003,83.360001,3714600,65.425608
2005-08-08,83.410004,83.889999,83.019997,83.360001,4424300,65.582955
2005-08-09,83.400002,83.949997,82.940002,83.5,3793500,65.693099
2005-08-10,83.650002,84.010002,81.970001,82.019997,5402400,64.528716
2005-08-11,81.93,82.75,81.620003,82.660004,4570400,65.032237
2005-08-12,82.150002,82.58000200000001,82.059998,82.190002,4378200,64.662467
2005-08-15,81.900002,82.940002,81.610001,82.5,3431100,64.906355
2005-08-16,82.07,82.43,81.089996,81.300003,4407400,63.962265
2005-08-17,81.400002,81.940002,80.839996,81.300003,4853000,63.962265
2005-08-18,81.099998,82.0,80.800003,81.150002,3713300,63.844252000000004
2005-08-19,81.360001,83.300003,81.360001,82.760002,6481000,65.11091
2005-08-22,82.75,83.349998,81.849998,82.599998,5157200,64.985028
2005-08-23,82.699997,83.139999,81.599998,82.029999,4000300,64.536585
2005-08-24,81.529999,82.400002,81.230003,81.32,4417600,63.977996999999995
2005-08-25,81.449997,81.449997,80.720001,81.099998,3606100,63.804913
2005-08-26,80.809998,81.019997,80.260002,80.379997,5029300,63.238456000000006
2005-08-29,80.0,81.75,79.900002,81.339996,4025300,63.993730000000006
2005-08-30,81.0,81.0,79.980003,80.540001,5674200,63.364338000000004
2005-08-31,80.349998,80.790001,79.870003,80.620003,5400800,63.427279000000006
2005-09-01,80.160004,80.32,79.339996,79.540001,6390600,62.577594999999995
2005-09-02,79.5,80.010002,79.459999,79.459999,3680600,62.51465400000001
2005-09-06,79.699997,81.190002,79.699997,81.019997,6305500,63.741972
2005-09-07,80.699997,81.129997,80.32,80.980003,4116300,63.710508
2005-09-08,81.279999,81.519997,80.5,80.800003,4277300,63.568893
2005-09-09,80.860001,81.489998,80.519997,81.440002,3982200,64.072409
2005-09-12,81.029999,82.110001,81.0,81.480003,3692800,64.103879
2005-09-13,81.489998,81.489998,80.519997,80.75,5040900,63.529554000000005
2005-09-14,80.75,81.400002,80.41999799999999,80.480003,3887700,63.317136
2005-09-15,80.43,80.650002,79.66999799999999,80.010002,4864100,62.947365000000005
2005-09-16,80.379997,80.5,79.83000200000001,80.33000200000001,7624900,63.199123
2005-09-19,79.739998,79.980003,79.010002,79.43,5148500,62.491052
2005-09-20,79.269997,79.650002,78.629997,78.699997,7122300,61.916727
2005-09-21,78.0,78.459999,77.370003,77.559998,7126000,61.019839000000005
2005-09-22,77.559998,78.5,77.300003,78.209999,6870400,61.531224
2005-09-23,77.699997,78.110001,77.5,78.0,5434600,61.366009
2005-09-26,78.309998,78.410004,76.93,77.410004,5433200,60.901832999999996
2005-09-27,77.16999799999999,78.599998,77.160004,77.989998,5499600,61.35814
2005-09-28,78.059998,79.730003,78.059998,79.5,7747700,62.546124
2005-09-29,79.25,80.550003,78.870003,80.360001,5899700,63.222724
2005-09-30,80.019997,80.5,79.970001,80.220001,5536500,63.112581000000006
2005-10-03,80.220001,80.599998,79.5,80.449997,5297600,63.293528
2005-10-04,80.650002,81.470001,79.93,80.110001,6365100,63.026038
2005-10-05,80.110001,80.68,79.559998,79.82,4998800,62.797881999999994
2005-10-06,79.82,80.269997,78.699997,79.699997,8130200,62.70347099999999
2005-10-07,80.25,81.120003,80.089996,80.5,6130100,63.332868000000005
2005-10-10,81.239998,82.099998,81.08000200000001,81.25,7882900,63.922926000000004
2005-10-11,82.25,83.519997,81.970001,83.190002,9781300,65.44921
2005-10-12,82.75,82.93,81.949997,82.190002,7580800,64.662467
2005-10-13,81.699997,83.199997,81.699997,82.199997,5530600,64.67033
2005-10-14,82.599998,82.709999,81.599998,82.349998,5573700,64.78834300000001
2005-10-17,82.360001,82.989998,81.93,82.589996,7964800,64.977159
2005-10-18,84.33000200000001,84.599998,83.349998,83.480003,12045300,65.677367
2005-10-19,82.410004,84.199997,82.379997,84.16999799999999,7502600,66.22021600000001
2005-10-20,84.0,84.190002,82.879997,83.16999799999999,5752700,65.433472
2005-10-21,83.08000200000001,84.0,82.910004,83.33000200000001,6020700,65.559354
2005-10-24,83.150002,83.610001,82.599998,83.470001,5482200,65.669498
2005-10-25,83.08000200000001,83.949997,82.709999,83.360001,5393300,65.582955
2005-10-26,82.970001,83.870003,82.720001,82.889999,4270800,65.213185
2005-10-27,82.529999,82.93,82.25,82.309998,3705800,64.756872
2005-10-28,82.32,82.43,80.5,81.41999799999999,6941300,64.056671
2005-10-31,81.510002,82.300003,81.300003,81.879997,7531200,64.418572
2005-11-01,81.849998,82.150002,81.290001,81.589996,5653100,64.190416
2005-11-02,81.199997,81.889999,80.639999,81.059998,6447400,63.773442
2005-11-03,81.550003,83.029999,81.309998,82.870003,7690900,65.197453
2005-11-04,82.910004,83.300003,82.650002,83.0,3831400,65.299727
2005-11-07,83.099998,83.849998,83.07,83.610001,4455100,65.779641
2005-11-08,83.410004,83.900002,83.110001,83.150002,3798000,65.574596
2005-11-09,82.709999,83.33000200000001,82.489998,82.839996,3936200,65.330117
2005-11-10,82.699997,84.300003,82.300003,83.989998,4732000,66.237043
2005-11-11,84.199997,84.839996,84.150002,84.550003,4841300,66.67868
2005-11-14,84.25,85.0,84.110001,84.360001,3915300,66.52883800000001
2005-11-15,84.029999,85.900002,84.029999,85.529999,6830800,67.451534
2005-11-16,85.449997,86.58000200000001,85.389999,86.540001,6694100,68.248052
2005-11-17,86.18,86.980003,85.760002,86.889999,5293600,68.52407099999999
2005-11-18,88.0,88.0,87.16999799999999,87.769997,7985800,69.218064
2005-11-21,87.599998,87.870003,87.010002,87.290001,4807900,68.839525
2005-11-22,86.879997,88.08000200000001,86.879997,87.989998,5786600,69.391563
2005-11-23,88.120003,89.389999,87.949997,88.800003,5399300,70.03035799999999
2005-11-25,88.949997,89.32,88.620003,88.800003,2199300,70.03035799999999
2005-11-28,88.800003,89.43,88.75,89.110001,5197900,70.274831
2005-11-29,89.18,89.940002,89.019997,89.099998,5147000,70.26694300000001
2005-11-30,89.050003,89.639999,88.730003,88.900002,6021500,70.10922
2005-12-01,89.150002,89.739998,89.050003,89.209999,4668500,70.353693
2005-12-02,89.0,89.150002,88.360001,88.650002,4730500,69.912062
2005-12-05,88.400002,88.650002,87.709999,88.43,4023600,69.738562
2005-12-06,88.559998,89.839996,88.559998,89.139999,4871500,70.298489
2005-12-07,89.0,89.91999799999999,88.449997,88.720001,5284000,69.96726600000001
2005-12-08,88.57,88.910004,86.66999799999999,87.5,5787000,69.005136
2005-12-09,86.800003,87.099998,86.33000200000001,86.970001,6461800,68.587163
2005-12-12,87.010002,87.349998,85.760002,85.959999,6044100,67.790645
2005-12-13,84.5,84.900002,83.5,83.709999,12545300,66.016227
2005-12-14,83.650002,83.949997,82.949997,83.129997,7161800,65.55882
2005-12-15,82.879997,83.629997,82.75,83.529999,6155900,65.874274
2005-12-16,83.889999,84.0,83.0,83.370003,7398200,65.74809599999999
2005-12-19,83.230003,83.599998,82.650002,82.760002,4985400,65.267031
2005-12-20,82.949997,83.099998,82.059998,82.480003,5276200,65.046216
2005-12-21,82.459999,84.0,82.459999,83.120003,6846800,65.550938
2005-12-22,82.610001,83.230003,82.300003,83.220001,6573600,65.6298
2005-12-23,84.0,84.199997,83.389999,83.480003,3616200,65.834846
2005-12-27,83.480003,84.5,82.889999,82.989998,4377800,65.448413
2005-12-28,83.099998,83.57,82.800003,83.040001,3836800,65.487847
2005-12-29,82.800003,83.059998,82.220001,82.400002,3958400,64.983124
2005-12-30,81.849998,82.489998,81.559998,82.199997,5449000,64.82539399999999
2006-01-03,82.449997,82.550003,80.809998,82.059998,11715100,64.714986
2006-01-04,82.199997,82.5,81.33000200000001,81.949997,9832800,64.628237
2006-01-05,81.400002,82.900002,81.25,82.5,7213400,65.061986
2006-01-06,83.949997,85.029999,83.410004,84.949997,8196900,66.994127
2006-01-09,83.900002,84.25,83.379997,83.730003,6851100,66.032003
2006-01-10,83.150002,84.120003,83.120003,84.07,5700000,66.300135
2006-01-11,84.370003,84.809998,83.400002,84.16999799999999,5776400,66.378996
2006-01-12,83.82,83.959999,83.400002,83.57,4924100,65.90581999999999
2006-01-13,83.0,83.449997,82.5,83.16999799999999,6921600,65.590366
2006-01-17,82.800003,83.160004,82.540001,83.0,8718400,65.456301
2006-01-18,84.0,84.699997,83.519997,83.800003,10984800,66.08720699999999
2006-01-19,84.139999,84.389999,83.019997,83.089996,6483500,65.527274
2006-01-20,83.040001,83.050003,81.25,81.360001,8605800,64.162948
2006-01-23,81.33000200000001,81.91999799999999,80.91999799999999,81.410004,6114100,64.202382
2006-01-24,81.389999,82.150002,80.800003,80.849998,6069000,63.76074499999999
2006-01-25,81.050003,81.620003,80.610001,80.910004,6374300,63.808067
2006-01-26,81.5,81.650002,80.589996,80.720001,7810200,63.658225
2006-01-27,80.75,81.769997,80.75,81.019997,6103400,63.89481
2006-01-30,80.209999,81.809998,80.209999,81.629997,5325100,64.375875
2006-01-31,81.5,82.0,81.16999799999999,81.300003,6771600,64.11563199999999
2006-02-01,80.900002,82.239998,80.650002,81.940002,5419300,64.620355
2006-02-02,81.449997,81.589996,80.900002,81.230003,6198000,64.060428
2006-02-03,80.550003,80.769997,79.720001,79.970001,9852000,63.066752
2006-02-06,79.940002,79.949997,78.93,79.510002,9568500,62.703982999999994
2006-02-07,79.5,80.190002,79.300003,79.849998,5247300,62.972115
2006-02-08,80.58000200000001,80.900002,80.239998,80.800003,5029200,63.881321
2006-02-09,80.400002,80.800003,79.5,80.400002,7609200,63.565075
2006-02-10,80.400002,81.459999,80.199997,81.33000200000001,5371900,64.300343
2006-02-13,81.33000200000001,81.910004,80.18,80.440002,5257400,63.5967
2006-02-14,80.550003,81.449997,80.349998,81.089996,6075500,64.11059200000001
2006-02-15,80.860001,81.5,80.5,80.849998,5052000,63.920846999999995
2006-02-16,80.68,80.910004,80.129997,80.910004,5310500,63.968288
2006-02-17,80.910004,81.029999,80.129997,80.709999,5298800,63.810162
2006-02-21,80.099998,80.75,79.970001,80.5,5838000,63.644135
2006-02-22,80.0,81.650002,79.970001,81.349998,5294300,64.316153
2006-02-23,81.199997,81.339996,80.040001,80.199997,4979400,63.40695
2006-02-24,80.650002,80.650002,79.849998,80.099998,3903200,63.327890000000004
2006-02-27,79.970001,80.889999,79.949997,80.629997,3787000,63.746912
2006-02-28,80.099998,80.550003,79.709999,80.239998,5960700,63.438575
2006-03-01,80.199997,80.809998,79.779999,79.900002,5172300,63.16976999999999
2006-03-02,79.550003,80.209999,79.540001,79.940002,4418800,63.201395
2006-03-03,79.510002,80.83000200000001,79.510002,79.959999,4354400,63.21720500000001
2006-03-06,79.910004,80.639999,79.900002,80.0,4709500,63.248830000000005
2006-03-07,80.010002,80.790001,79.860001,80.290001,4330800,63.478108
2006-03-08,80.25,81.599998,80.25,81.139999,5569900,64.150125
2006-03-09,81.260002,81.980003,80.800003,81.019997,4310700,64.05525
2006-03-10,81.029999,82.25,81.029999,81.57,4787200,64.490088
2006-03-13,81.559998,82.400002,81.449997,81.93,4571400,64.77470799999999
2006-03-14,81.510002,82.989998,81.470001,82.879997,4518000,65.525786
2006-03-15,82.650002,83.760002,82.639999,83.379997,5370400,65.921091
2006-03-16,83.43,83.720001,82.610001,82.870003,4299500,65.517884
2006-03-17,83.349998,83.410004,82.82,83.300003,6414400,65.857846
2006-03-20,83.110001,83.75,82.989998,83.58000200000001,3870300,66.079216
2006-03-21,83.82,84.989998,83.58000200000001,83.809998,7404300,66.261053
2006-03-22,83.349998,84.68,83.349998,84.449997,4968600,66.767044
2006-03-23,84.230003,84.269997,82.93,83.199997,5105800,65.77878100000001
2006-03-24,82.989998,83.720001,82.989998,83.360001,4198800,65.905281
2006-03-27,82.980003,83.260002,82.58000200000001,83.08000200000001,3910100,65.683911
2006-03-28,82.860001,83.389999,82.290001,82.43,4508600,65.170013
2006-03-29,82.199997,83.550003,82.199997,83.129997,4392100,65.723438
2006-03-30,82.879997,83.699997,82.83000200000001,83.199997,4467000,65.77878100000001
2006-03-31,82.949997,83.599998,82.290001,82.470001,5862000,65.201638
2006-04-03,82.720001,83.589996,82.650002,83.059998,4121600,65.66809599999999
2006-04-04,83.050003,83.779999,82.800003,83.449997,3853000,65.976433
2006-04-05,83.33000200000001,84.449997,83.32,84.16999799999999,5523900,66.545674
2006-04-06,83.699997,84.32,83.360001,83.809998,4944100,66.261053
2006-04-07,83.599998,83.800003,82.440002,82.480003,5337500,65.209546
2006-04-10,82.269997,82.739998,82.0,82.099998,3627700,64.90911
2006-04-11,81.83000200000001,82.059998,80.75,81.160004,5959700,64.165941
2006-04-12,81.099998,81.370003,80.629997,80.75,3905200,63.841788
2006-04-13,81.18,82.599998,81.120003,81.980003,4799700,64.81424100000001
2006-04-17,81.91999799999999,82.91999799999999,81.400002,81.639999,4634200,64.54543000000001
2006-04-18,81.889999,83.529999,81.699997,83.309998,7905800,65.865748
2006-04-19,83.949997,84.0,81.260002,81.860001,10554700,64.71936600000001
2006-04-20,81.650002,82.849998,81.639999,82.019997,6237200,64.84586
2006-04-21,82.489998,82.5,81.379997,81.660004,6117400,64.561246
2006-04-24,81.300003,82.410004,81.099998,82.110001,6604100,64.917018
2006-04-25,81.949997,82.900002,81.599998,82.66999799999999,6856300,65.359758
2006-04-26,82.839996,83.480003,82.709999,83.349998,6648800,65.897373
2006-04-27,82.699997,84.400002,82.699997,83.879997,8174300,66.316396
2006-04-28,83.510002,83.620003,81.980003,82.339996,8201800,65.098855
2006-05-01,82.589996,83.309998,82.099998,82.230003,6011100,65.011894
2006-05-02,82.110001,82.739998,82.0,82.41999799999999,4336400,65.16210500000001
2006-05-03,82.540001,83.290001,82.449997,82.699997,5721100,65.383475
2006-05-04,82.870003,83.089996,82.400002,82.43,3966900,65.170013
2006-05-05,82.949997,83.339996,82.699997,83.279999,4504500,65.842031
2006-05-08,82.599998,83.220001,82.300003,82.889999,3856500,65.77062099999999
2006-05-09,82.489998,83.290001,82.410004,83.230003,4072800,66.04040400000001
2006-05-10,82.900002,83.33000200000001,82.599998,82.900002,3430400,65.77855799999999
2006-05-11,82.650002,83.089996,82.449997,82.459999,5274500,65.429429
2006-05-12,82.470001,83.690002,82.300003,82.389999,5685700,65.373887
2006-05-15,81.800003,83.150002,81.800003,82.889999,5776400,65.77062099999999
2006-05-16,83.0,83.25,82.07,82.160004,4454800,65.19139200000001
2006-05-17,81.75,82.209999,81.019997,81.269997,5936000,64.4852
2006-05-18,80.5,81.349998,80.029999,80.660004,5443600,64.001189
2006-05-19,80.860001,81.0,79.510002,80.279999,7019100,63.699667000000005
2006-05-22,79.83000200000001,80.339996,79.400002,80.019997,6250900,63.493364
2006-05-23,80.25,81.300003,79.639999,79.83000200000001,5006400,63.342608999999996
2006-05-24,79.349998,80.040001,79.059998,79.779999,7389600,63.302932999999996
2006-05-25,79.889999,80.18,79.650002,80.139999,3995000,63.588581999999995
2006-05-26,80.160004,80.860001,79.699997,80.75,3580800,64.072599
2006-05-30,80.349998,80.959999,80.150002,80.160004,5049100,63.604455
2006-05-31,80.150002,80.83000200000001,79.610001,79.900002,6384900,63.398151
2006-06-01,79.889999,80.870003,79.809998,80.690002,4866500,64.024992
2006-06-02,80.5,80.559998,79.150002,79.519997,7232300,63.09662900000001
2006-06-05,79.099998,80.040001,79.010002,79.059998,5555800,62.731635
2006-06-06,79.059998,79.900002,78.5,79.760002,7250600,63.287066
2006-06-07,79.779999,80.739998,79.120003,79.150002,7924800,62.80305
2006-06-08,78.550003,79.58000200000001,76.75,77.029999,13474400,61.12089399999999
2006-06-09,77.239998,78.099998,77.050003,77.629997,6135400,61.596973999999996
2006-06-12,77.629997,78.089996,77.010002,77.019997,4924900,61.112958
2006-06-13,77.139999,77.93,76.82,76.93,7374100,61.041548
2006-06-14,76.93,77.849998,76.93,77.709999,6038600,61.660453000000004
2006-06-15,77.849998,78.779999,76.949997,78.559998,6679400,62.3349
2006-06-16,78.440002,78.529999,77.57,77.949997,8133500,61.85088399999999
2006-06-19,77.900002,78.300003,77.339996,77.66999799999999,5302100,61.628714
2006-06-20,77.839996,78.300003,77.25,77.989998,6124500,61.882622999999995
2006-06-21,77.989998,78.559998,77.980003,78.300003,5559100,62.128603000000005
2006-06-22,78.160004,78.370003,77.0,77.190002,5563700,61.247852
2006-06-23,77.150002,77.839996,76.940002,77.099998,4520600,61.176437
2006-06-26,77.040001,77.519997,76.800003,77.150002,3448000,61.216112
2006-06-27,77.32,77.599998,76.32,76.629997,5596800,60.803505
2006-06-28,76.529999,76.599998,76.059998,76.559998,4392100,60.747963
2006-06-29,76.889999,77.800003,76.559998,77.589996,5448900,61.565234999999994
2006-06-30,77.699997,77.93,76.790001,76.82,7911700,60.954266000000004
2006-07-03,77.540001,78.269997,77.269997,78.019997,3177300,61.906426
2006-07-05,78.0,78.389999,77.519997,77.769997,4047800,61.708059
2006-07-06,77.589996,78.529999,77.57,78.089996,4333100,61.961968999999996
2006-07-07,78.089996,78.089996,76.120003,76.41999799999999,6641600,60.636878
2006-07-10,76.18,76.83000200000001,75.870003,76.66999799999999,7154700,60.83524499999999
2006-07-11,76.25,76.650002,75.440002,76.470001,6086500,60.676554
2006-07-12,76.07,76.300003,74.82,75.480003,8372100,59.891020999999995
2006-07-13,75.010002,75.279999,73.83000200000001,74.239998,8754700,58.907116
2006-07-14,74.239998,74.300003,73.370003,73.57,6957800,58.375493000000006
2006-07-17,73.349998,73.940002,73.199997,73.699997,6822700,58.478642
